Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
FPS: 55.109963942101686
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
FPS: 57.426049604621646
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
FPS: 60.030344138355055
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
FPS: 60.02140843596094
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
Rect { x: 0.0, y: 0.0, w: 0.0, h: 0.0 }
